Array Design Name	OSU-CCC Human and Mouse MicroRNA Microarray Version 3.0
Provider	Ewy Mathe(mathee@mail.nih.gov)
Comment[ArrayExpressAccession]	A-GEOD-8835
Comment[SecondaryAccession]	GPL8835
Comment[Description]	Array Manufacturer: Microarray Shared Resource, Comprehensive Cancer Center, The Ohio State University (OSU-CCC), Distribution: non-commercial, Technology: spotted oligonucleotide<br>Reporter Name = Oligo identifier<br>Reporter Database Entry [mirbase] = Registry name in Sanger's miRBase (http://microrna.sanger.ac.uk) LINK_PRE:http://microrna.sanger.ac.uk/cgi-bin/sequences/mirna_entry.pl?acc=<br>Comment[Contains_Mature_MiRNA] = Whether or not the oligo sequence contains the mature miRNA sequence<br>Reporter Group [organism] = Organism
Comment[SubmittedName]	OSU-CCC Human and Mouse MicroRNA Microarray Version 3.0
Comment[Organism]	Homo sapiens Mus musculus
Printing Protocol	Manufactured using GE Healthcare's CodeLink (TM) 3-D Gel Matrix Technology. CodeLink(tm) Activated Slides are designed to covalently immoblize amine-modified DNA for microarrays. The slides are coated with a 3-D surface chemistry comprised of a long-chain, hydrophilic polymer containing amine-reactive groups. This polymer is covalently crosslinked to itself and to the surface of the slide. The crosslinked polymer, combined with end-point attachment, orients the immobilized DNA, and holds it away from the surface of the slide. The 1x printing buffer consists of 50 mM sodium phosphate at pH 8.5. Codelink slides are manufactured by SurModics and were formally sold as 3D-Link(tm) Activated Slides. Microarrays are printed with an Omnigrid robotic arrayer by Genomic Solutions that is fitted with a printhead and 16 SMP3 print tips from Telechem. The microRNA microarray probe set is based on 40mer oligonucleotides from Sigma-Genosys. Oligonucleotide probes are distributed into 384-well polypropylene plates (Genetix, 384 micro array) and dissolved in print buffer (150mM sodium phosphate, pH 8.5, 4% sodium sulfate, 0.0001% N-lauryl sarcosyl) to a normalized 25 micromolar concentration. The miRNA microarray spot densities are 200 microns (center-to-center). The microarrays are printed on Codelink Activated Slide (PN300011)) and treated by a method that is an adaptation of the manufacturer's instructions to allow higher throughput processing.
Surface Type
Substrate Type
Term Source Name	mirbase
Comment[AdditionalFile:txt]	A-GEOD-8835_comments.txt

[main]
Reporter Name	Reporter Database Entry [mirbase]	Reporter Group [organism]
hsa-let-7c-prec	hsa-let-7c	Homo sapiens
hsa-let-7d-v2-precNo2	hsa-let-7i	Homo sapiens
hsa-mir-009-2No1	hsa-miR-9	Homo sapiens
hsa-mir-010a-precNo1	hsa-miR-10a	Homo sapiens
hsa-mir-015a-2-precNo1	hsa-miR-15a	Homo sapiens
hsa-mir-023a-prec	hsa-miR-23a	Homo sapiens
hsa-mir-024-2-prec	hsa-miR-24	Homo sapiens
hsa-mir-026b-prec	hsa-miR-26b	Homo sapiens
mmu-mir-15bNo1	mmu-mir-15b	Mus musculus
mmu-mir-135a-2No1	mmu-miR-135a	Mus musculus
mmu-mir-34bNo1	mmu-mir-34b	Mus musculus
mmu-mir-30c-1No1	mmu-miR-30c	Mus musculus
mmu-mir-196a-1No1	mmu-miR-196a	Mus musculus
mmu-mir-26a-1No1	mmu-miR-26a	Mus musculus
mmu-mir-93No1	mmu-miR-93	Mus musculus
mmu-mir-321No1	mmu-mir-321	Mus musculus
mmu-mir-7-1No1	mmu-mir-7a-1	Mus musculus
hsa-let-7iNo1	hsa-let-7i	Homo sapiens
hsa-mir-106bNo1	hsa-miR-106b	Homo sapiens
hsa-mir-135a-2No1	hsa-miR-135a	Homo sapiens
hsa-mir-26a-1No1	hsa-miR-26a	Homo sapiens
hsa-miR-302b*No1	hsa-miR-302b*	Homo sapiens
hsa-mir-30eNo1	hsa-miR-30e	Homo sapiens
hsa-mir-106aNo2	hsa-miR-106a*	Homo sapiens
hsa-mir-135a-1No2	hsa-miR-135a*	Homo sapiens
hsa-mir-16-1No2	hsa-miR-16-1*	Homo sapiens
hsa-mir-299No2	hsa-mir-299	Homo sapiens
hsa-mir-30c-2No2	hsa-miR-30c-2*	Homo sapiens
hsa-mir-325No2	hsa-mir-325	Homo sapiens
hsa-mir-519e*	hsa-miR-519e*	Homo sapiens
hsa-mir-520bNo1	hsa-miR-520b	Homo sapiens
hsa-mir-520d*	hsa-mir-520d	Homo sapiens
hsa-mir-523/526c	hsa-miR-523*	Homo sapiens
hsa-mir-525	hsa-mir-525	Homo sapiens
hsa-mir-526a-2No1	hsa-miR-526a	Homo sapiens
mmu-mir-365-2No1	mmu-miR-365	Mus musculus
mmu-mir-375No1	hsa-miR-375	Homo sapiens
mmu-mir-376bNo1	mmu-miR-376b	Mus musculus
mmu-mir-409No1	mmu-miR-409-3p	Mus musculus
mmu-mir-411No1	mmu-miR-411*	Mus musculus
mmu-mir-425No1	mmu-miR-425*	Mus musculus
Hcd445 left		
Hcd878 right		
Hcd728 right		
Hcd764 right		
Hcd449 right		
HPR176 right		
Hcd713 left		
Hcd406 left		
Hcd407 left		
Hcd742 left		
Hcd238 left		
Hcd239 left		
Hcd642 left		
Hcd805 left		
Hcd940 left		
HPR250 left		
HPR230 left		
HPR169 right		
Hcd812 left		
Hcd63 left		
Hcd65 left		
Hcd481 left		
Hcd312 right		
Hcd953 right		
Hcd168 left		
Hcd808 left		
Hcd395 left		
Hcd543 left		
Hcd12 left		
Hcd14 left		
Hcd133 left		
Hcd848 left		
Hcd200 right		
Hcd673 left		
Hcd633 left		
Hcd634 left		
Hcd827 left		
Hcd828 right		
Hcd355_HPR190 left		
Hcd833 left		
Hcd339_HPR98 left		
Hcd340 left		
Hcd113 left		
HPR158 left		
Hcd120 left		
Mcd585 right		
Mcd445 right		
Mcd586 right		
Mcd485 right		
Mcd149 right		
Mcd697 right		
Mcd653 left		
Mcd646 left		
Mcd544 right		
Mcd596 right		
Mcd260 right		
Mcd460 right		
Mcd384 left		
MPR78 left		
MPR162 left		
Mcd187 left		
Mcd554 right		
Mcd181 right		
MPR20 right		
Mcd232 right		
Mcd18_Mcd491 right		
MPR171_Mcd40 left		
MPR202_Mcd210 left		
Mcd41 left		
MPR142 right		
Mcd640 left		
Mcd292 right		
hsa-mir-185-precNo2	hsa-miR-185*	Homo sapiens
hsa-mir-188-prec	hsa-mir-188	Homo sapiens
hsa-mir-192-2/3No2	hsa-mir-192	Homo sapiens
hsa-mir-200a-prec	hsa-miR-200b	Homo sapiens
hsa-mir-204-precNo1	hsa-miR-204	Homo sapiens
hsa-mir-206-precNo2	hsa-mir-206	Homo sapiens
hsa-mir-218-1-prec	hsa-miR-218	Homo sapiens
hsa-mir-220-prec	hsa-miR-220a	Homo sapiens
hsa-mir-223-prec	hsa-miR-223	Homo sapiens
mmu-mir-099b-precNo1	mmu-miR-99b*	Mus musculus
mmu-mir-122a-precNo1	mmu-mir-122	Mus musculus
mmu-mir-124a-prec	mmu-miR-124	Mus musculus
mmu-mir-1-1No1	mmu-miR-1	Mus musculus
mmu-mir-124a-1No1	mmu-miR-124	Mus musculus
mmu-mir-128aNo1	mmu-miR-128	Mus musculus
mmu-mir-200bNo1	mmu-miR-200b	Mus musculus
mmu-mir-294No1	mmu-miR-294	Mus musculus
mmu-mir-302No1	mmu-miR-302a	Mus musculus
mmu-mir-322No1	mmu-miR-322*	Mus musculus
mmu-mir-328No1	mmu-miR-328	Mus musculus
mmu-mir-337No1	mmu-mir-337	Mus musculus
mmu-mir-128bNo1	mmu-miR-128	Mus musculus
Mcd507 right		
Mcd354 right		
hsa-mir-18bNo1	hsa-miR-18b	Homo sapiens
hsa-mir-146bNo1	hsa-miR-146b-5p	Homo sapiens
hsa-mir-193bNo1	hsa-miR-193b	Homo sapiens
hsa-mir-365-2No1	hsa-miR-365	Homo sapiens
hsa-mir-376aNo2	hsa-miR-376a*	Homo sapiens
hsa-mir-377No2	hsa-miR-377*	Homo sapiens
hsa-mir-410No2	hsa-mir-410	Homo sapiens
hsa-mir-422aNo2	hsa-mir-422a	Homo sapiens
hsa-mir-424No2	hsa-miR-424*	Homo sapiens
hsa-mir-450-2No1	hsa-miR-450a	Homo sapiens
hsa-mir-452	hsa-miR-452	Homo sapiens
hsa-mir-455No1	hsa-mir-455	Homo sapiens
Hcd415 right		
Hcd417 right		
Hcd753 right		
Hcd761 right		
Hcd866 right		
Hcd55 right		
Hcd185 right		
HPR134 right		
Hcd381 right		
HPR228 right		
Hcd467 right		
Hcd784 right		
HPR170 left		
Hcd271 right		
Hcd785 right		
Hcd475 right		
HPR262 left		
Hcd476 left		
Hcd91 left		
Hcd925 right		
Hcd927 right		
HPR189 left		
Hcd923 left		
Hcd56 left		
Hcd434 left		
Hcd658 left		
Hcd486 left		
Hcd734 left		
Hcd514 left		
Hcd727 right		
Hcd690 right		
Hcd361 right		
Hcd840 right		
Hcd363 left		
Hcd698 left		
Hcd520 left		
Hcd408 right		
Hcd412 right		
Hcd25_HPR118 right		
Hcd192 right		
Hcd556_HNC18_2 right		
Hcd951 right		
Hcd720 right		
Hcd562 right		
Hcd421 right		
Hcd566 right		
Hcd754 left		
Hcd758 left		
Mcd437 left		
Mcd580 left		
Mcd441 left		
Mcd522 right		
Mcd699 right		
MPR206 right		
Mcd366 left		
Mcd549 left		
Mcd73 left		
MPR167_Mcd254 left		
Mcd267 left		
Mcd270 left		
MPR237 left		
Mcd423 left		
Mcd199 left		
Mcd273 left		
Mcd534 left		
Mcd154 left		
Mcd531 left		
Mcd373 right		
Mcd266 right		
Mcd455 left		
MPR158 Mcd546 left		
Mcd174 left		
MPR95 left		
Mcd655 right		
Mcd255 right		
Mcd454 right		
Mcd239 right		
Mcd238 right		
Mcd563 left		
Mcd281 left		
MPR174 left		
Mcd659 right		
Mcd192 right		
MPR235 left		
MUSTRMI No2		
MUSTRV1MN		
ath-MIR157aNo2		
hsa-let-7f-2-prec2	hsa-let-7f	Homo sapiens
hsa-mir-001b-2-prec	hsa-miR-1	Homo sapiens
hsa-mir-007-3-precNo1	hsa-mir-7-3	Homo sapiens
hsa-mir-016a-chr13	hsa-miR-16	Homo sapiens
hsa-mir-018-prec	hsa-miR-18a	Homo sapiens
hsa-mir-020-prec	hsa-miR-20a	Homo sapiens
hsa-mir-029a-2No1	hsa-miR-29a	Homo sapiens
hsa-mir-030a-precNo2	hsa-miR-30a*	Homo sapiens
hsa-mir-030d-precNo1	hsa-miR-30d*	Homo sapiens
mmu-mir-129-1No1	mmu-mir-129-1	Mus musculus
mmu-mir-290No1	mmu-miR-290-5p	Mus musculus
mmu-mir-297-1No1	mmu-miR-297a	Mus musculus
mmu-let-7bNo1	mmu-let-7b	Mus musculus
mmu-let-7f-1No1	mmu-let-7f	Mus musculus
mmu-mir-16-2No1	mmu-miR-16	Mus musculus
mmu-mir-346No1	mmu-miR-346	Mus musculus
mmu-mir-10a-2No1	mmu-mir-10a	Mus musculus
mmu-mir-139No1	mmu-mir-139	Mus musculus
mmu-mir-196bNo1	mmu-miR-196b	Mus musculus
Mcd120 left		
MPR243 left		
hsa-mir-16-2No1	hsa-miR-16	Homo sapiens
hsa-mir-194-1No1	hsa-miR-194	Homo sapiens
hsa-mir-196bNo1	hsa-miR-196b	Homo sapiens
hsa-mir-335No1	hsa-miR-335	Homo sapiens
hsa-mir-34aNo1	hsa-miR-34a	Homo sapiens
hsa-mir-374No1	hsa-miR-374a	Homo sapiens
hsa-mir-192No2	hsa-mir-192	Homo sapiens
hsa-mir-196a-2No2	hsa-mir-196a-2	Homo sapiens
hsa-mir-219-2No2	hsa-mir-219-2	Homo sapiens
hsa-mir-346No2	hsa-mir-346	Homo sapiens
hsa-miR-373*No2	hsa-miR-373	Homo sapiens
mmu-mir-486No2	mmu-mir-486	Mus musculus
hsa-mir-520fNo1	hsa-miR-520f	Homo sapiens
hsa-mir-520hNo1	hsa-miR-520h	Homo sapiens
hsa-mir-521-2No1	hsa-miR-521	Homo sapiens
hsa-mir-527No1	hsa-miR-527	Homo sapiens
mmu-mir-297-2No1	mmu-miR-297a	Mus musculus
mmu-mir-363No1	mmu-miR-363	Mus musculus
mmu-mir-378No1	hsa-miR-378*	Homo sapiens
mmu-mir-3805p	mmu-miR-380-5p	Mus musculus
mmu-mir-382	hsa-miR-382	Homo sapiens
mmu-mir-431No1	mmu-miR-431	Mus musculus
mmu-mir-4345p	mmu-mir-434	Mus musculus
mmu-mir-449No1	mmu-miR-449a	Mus musculus
Hcd248 right		
Hcd446 right		
Hcd447 right		
Hcd511 left		
Hcd359 left		
Hcd529 left		
HPR177 right		
Hcd16 right		
HPR214 right		
Hcd894 left		
Hcd747 left		
Hcd589 right		
HPR129 left		
Hcd941 left		
Hcd644_HPR241 left		
Hcd945 right		
hsa_mir_490_Hcd20 left		
Hcd404 left		
Hcd815 left		
Hcd816 left		
Hcd92 left		
Hcd819 right		
Hcd96 left		
Hcd821 left		
Hcd7 right		
Hcd11 left		
Hcd542 left		
HPR220 left		
Hcd748 left		
Hcd569 left		
Hcd41 left		
Hcd213_HPR182 left		
Hcd216 right		
Hcd280 right		
Hcd251 right		
Hcd265 right		
Hcd831 left		
Hcd127 left		
Hcd128_HPR240 left		
HPR197 left		
Hcd676 left		
HPR140 left		
Hcd503 right		
Mcd625 right		
Mcd282 right		
Mcd446 left		
Mcd61 left		
Mcd449 left		
Mcd142 right		
Mcd136 right		
MPR180 Mcd681 right		
MPR218 Mcd148 right		
Mcd667 right		
Mcd43 right		
MPR149 right		
Mcd428 right		
Mcd568 left		
MPR232_Mcd644 right		
Mcd670 right		
Mcd294 right		
Mcd408 left		
Mcd412 left		
MPR119_Mcd25 left		
Mcd402 right		
Mcd133 right		
MPR130 left		
MPR199_Mcd212 right		
Mcd214 right		
MPR23 Mcd217 right		
MPR194 right		
Mcd620 right		
Mcd668 left		
hsa-mir-194-precNo2	hsa-mir-194-1	Homo sapiens
hsa-mir-196-2-precNo1	hsa-mir-196a-2	Homo sapiens
hsa-mir-199a-1-prec	hsa-mir-199a-1	Homo sapiens
hsa-mir-211-precNo2	hsa-mir-211	Homo sapiens
hsa-mir-213-precNo2	hsa-mir-181b-1	Homo sapiens
hsa-mir-216-precNo1	hsa-mir-216a	Homo sapiens
mmu-let-7i-prec	mmu-let-7i	Mus musculus
mmu-mir-009-precNo2	mmu-miR-9*	Mus musculus
mmu-mir-029b-prec	mmu-miR-29b	Mus musculus
mmu-mir-127-prec	mmu-miR-127	Mus musculus
mmu-mir-129-prec	mmu-miR-129-5p	Mus musculus
mmu-mir-133-prec	mmu-miR-133a	Mus musculus
mmu-mir-24-2No1	mmu-mir-24-2	Mus musculus
mmu-mir-19b-2No1	mmu-miR-19b	Mus musculus
mmu-mir-23aNo1	mmu-miR-23a	Mus musculus
mmu-mir-92-1No1	mmu-miR-92a	Mus musculus
mmu-mir-341No1	mmu-miR-341	Mus musculus
mmu-mir-101bNo1	mmu-miR-101b	Mus musculus
mmu-mir-25No1	mmu-miR-25	Mus musculus
MPR210_Mcd126 right		
Mcd508 right		
Mcd129 right		
hsa-mir-329-1No1	hsa-miR-329	Homo sapiens
hsa-mir-361No1	hsa-miR-361-5p	Homo sapiens
hsa-mir-363No1	hsa-miR-363	Homo sapiens
hsa-mir-379No2	hsa-miR-379*	Homo sapiens
hsa-mir-381No2	hsa-mir-381	Homo sapiens
hsa-mir-384	hsa-miR-384	Homo sapiens
hsa-mir-429No2	hsa-mir-429	Homo sapiens
hsa-mir-4323p	hsa-miR-432*	Homo sapiens
hsa-mir-448No2	hsa-mir-448	Homo sapiens
hsa-mir-484	hsa-miR-484	Homo sapiens
hsa-mir-487No1	hsa-miR-487a	Homo sapiens
hsa-mir-489No1	hsa-miR-489	Homo sapiens
Hcd561 right		
Hcd35 right		
Hcd37_HPR114 right		
Hcd440_HPR257 right		
Hcd450 right		
Hcd844 right		
Hcd969 right		
Hcd76 right		
Hcd772 right		
Hcd472 right		
Hcd473 right		
Hcd937 right		
Hcd87 right		
Hcd917 right		
Hcd607 right		
Hcd274_HPR201 left		
Hcd608 left		
Hcd275 left		
Hcd116 left		
Hcd791 left		
Hcd619 left		
Hcd924 left		
HPR178 left		
Hcd789 left		
Hcd501 left		
Hcd684 left		
Hcd685 left		
Hcd839 right		
Hcd687 right		
Hcd735 right		
Hcd694 left		
Hcd842 left		
Hcd696 left		
Hcd521 left		
Hcd367 left		
Hcd524 left		
Hcd781 right		
Hcd31_HPR91 right		
Hcd190 right		
HPR244 right		
Hcd557 right		
Hcd961 right		
Hcd197PO right		
Hcd563 right		
Hcd224 right		
Hcd425 left		
Hcd757 left		
Hcd863PO right		
Mcd246 left		
Mcd584 left		
Mcd58 left		
MPR151 right		
Mcd633 right		
Mcd279 left		
Mcd474 left		
Mcd308 left		
Mcd466 left		
Mcd471 left		
Mcd567 left		
MPR109 Mcd37 left		
Mcd197 left		
Mcd680 left		
MPR133 left		
Mcd444 right		
Mcd643 left		
Mcd532 left		
Mcd599 right		
Mcd68 right		
Mcd240 right		
Mcd173 right		
Mcd407 right		
MPR139 Mcd272 right		
Mcd595 right		
Mcd250 right		
Mcd589 left		
Mcd237 right		
Mcd85 right		
Mcd225 right		
Mcd622 left		
MPR198_Mcd274 left		
Mcd570 right		
Mcd557 left		
Mcd558 right		
Mcd616 right		
